amfi_code,scheme_name,fund_house,category,CAGR_3yr,Sharpe,Alpha,ExpenseRatio,MaxDrawdown,Scorecard_0_100,Overall_rank
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,0.22646647456747715,1.081659179345704,0.21829397904608644,1.51,-0.17414075086657232,65.7051282051282,13
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,0.1626337508136062,0.9532794968660104,0.1986859936686296,0.66,-0.11803493502764295,65.12820512820512,14
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,0.18429918008610047,0.7757902498211205,0.17729754927531766,0.92,-0.15200013055606398,58.205128205128204,15
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,0.2000321571698329,0.664856998549062,0.1513635464823924,0.89,-0.1165062450540909,57.948717948717956,16
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,0.21084691029380598,0.6452074382933215,0.15643835948169668,0.72,-0.18629743138595511,57.5,17
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,0.19662361245910964,0.8170993373494367,0.17048756803412696,1.57,-0.1085986215250232,53.84615384615385,18
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,0.13974980348212673,0.7979728586052847,0.17703302365844073,1.42,-0.13897862823061635,52.43589743589744,19
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,0.14744434832760533,0.9262873467360144,0.20873010086942337,1.52,-0.1527259422823477,52.243589743589745,20
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,0.18417429266835206,0.6488787755249532,0.1625385327998104,1.41,-0.1982565826298267,49.87179487179487,21
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,0.07392538786263403,0.4957233929533123,0.06746210411099539,0.74,-0.0009773140045925555,46.666666666666664,22
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,0.20811559826631898,0.12961449795669328,0.08232801295222093,0.75,-0.21751396370148224,46.28205128205128,23
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,0.25549670172502026,0.6195175900829828,0.16211256794033255,1.64,-0.21539827112383225,44.80769230769231,24
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,0.1803973982038829,0.46403744922047774,0.13173190226099432,1.54,-0.14844576917771746,42.24358974358974,25
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,0.11242518737374207,0.30061192104254786,0.11989100971217971,0.78,-0.21117279560132118,40.641025641025635,26
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,0.06694394239074852,-0.08874729621557288,0.06455677495375998,0.6,-0.0011629327956168556,39.61538461538461,27
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,0.1726301444443794,0.4942725378672349,0.13042924450705445,1.59,-0.1757361416468729,37.82051282051282,28
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,0.08006029859703578,0.44843400890899127,0.1750072167561127,1.53,-0.2334488614483311,36.73076923076923,29
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,0.04061259859840338,-0.35662950751436784,0.05074772999976104,0.55,-0.08316361763638702,32.94871794871795,30
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,0.0583898844209374,-0.22657538662791576,0.05620895216638369,0.77,-0.04328728923970093,32.05128205128205,31
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,0.06314299292105274,-0.8155673679088263,0.060861457957871144,0.79,-0.0016224980244717857,31.153846153846153,32
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,0.03915479354684703,-0.5670947928476846,0.042817920315060876,0.56,-0.04308263824636349,30.128205128205124,33
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,0.0775416750547262,0.07599984804658923,0.0780443887615508,1.56,-0.24003511326274884,25.76923076923077,34
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,-0.01337083602283895,-0.05718662582817995,0.048824215945539845,0.72,-0.5257422117012851,21.987179487179485,35
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,0.005257668501786883,0.03078485095458594,0.0689952982167755,1.64,-0.1440161790933726,20.576923076923077,36
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,-0.04151453816140693,0.16266076928646772,0.10897091901704538,1.53,-0.3544691649336603,20.064102564102562,37
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,-0.11703299329834216,-0.0759735711747892,0.048015953637759554,1.38,-0.5167775370852656,15.128205128205128,38
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,0.012923525892154508,-0.20151706755966936,0.03747580763443282,1.55,-0.24734440880673303,12.179487179487179,39
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,-0.007672319440258146,-0.20583160785470309,0.028969397866379445,1.51,-0.2800112356639287,12.115384615384613,40
